mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,bbbp
gdb_18944,C#CC1C2C3OC2C13,6.76972,1.50572,1.44865,1.3552,66.93,-0.2371,0.0411,0.2783,851.8965,0.106302,-345.266535,-345.260286,-345.259342,-345.296818,24.74,-1426.273991226,-1434.7968184641,-1442.501373966,-1331.890990045,0.044169236
gdb_9270,CCC(O)CCC#N,6.43691,0.77619,0.72596,4.058,72.93,-0.2832,0.0399,0.3231,1541.4239,0.164032,-365.087974,-365.078412,-365.077467,-365.122698,33.775,-1792.102325591,-1802.988351723,-1813.657259741,-1666.77058053,0.03274391
gdb_827,C(#N)C(F)(F)F,5.68671,2.9472,2.94705,1.5146,26.67,-0.3831,-0.0244,0.3587,446.1697,0.022798,-430.448052,-430.442982,-430.442038,-430.476876,16.614,-636.580897613,-638.731998465,-641.693840945,-599.090999917,0.98798066
gdb_3994,CC1(CCC1=NO)C,3.10827,1.53033,1.33934,0.7395,75.32,-0.2401,0.0102,0.2503,1026.1629,0.163126,-365.021618,-365.012529,-365.011585,-365.056651,33.427,-1750.4633383871,-1761.646176276,-1772.315711803,-1625.3254936071,0.77967083
gdb_17492,OC12CN3C(CC1)C23,3.40962,2.44899,1.91084,2.4931,66.15,-0.2196,0.0665,0.2862,752.2823,0.144016,-363.822086,-363.815619,-363.814675,-363.852168,26.501,-1625.597832513,-1636.6488935121,-1646.132437029,-1510.7241524461,0.72494334
gdb_16202,C1CC12C(=O)OC=N2,3.37116,2.48116,1.60873,2.0177,59.32,-0.2683,-0.0289,0.2394,759.7147,0.09668,-398.63778,-398.631548,-398.630604,-398.668162,23.52,-1373.9535458241,-1381.597232953,-1388.70879245,-1285.754018329,0.9286054
gdb_8514,CC12CC3(C)CN1C23,4.31408,1.81169,1.58994,1.7431,75.33,-0.228,0.0853,0.3134,893.9474,0.165381,-327.87418,-327.866706,-327.865762,-327.905199,29.722,-1794.6205192081,-1806.8174116411,-1817.486947168,-1667.219876974,0.9650331
gdb_13046,N=C1OCC1OC=O,4.33348,1.38828,1.11067,3.9306,56.7,-0.2846,-0.0144,0.2702,994.7119,0.094661,-435.741903,-435.734436,-435.733492,-435.775016,25.265,-1302.615812668,-1309.483898673,-1316.59545817,-1215.87398858,0.9891049
gdb_7774,OC1CC=CC(O)C1,3.31598,1.65005,1.17633,2.3893,69.23,-0.2477,0.0115,0.2591,1009.2757,0.154644,-384.949873,-384.942061,-384.941117,-384.981687,30.333,-1717.7136436771,-1728.8092578151,-1738.885797337,-1597.293411559,0.9756655
gdb_1051,COc1cnco1,7.84504,2.13557,1.73916,2.8014,52.12,-0.2212,0.0114,0.2326,684.9652,0.090865,-360.527122,-360.520858,-360.519914,-360.558357,21.373,-1208.3627058501,-1215.097132438,-1221.616323439,-1129.825561937,0.95132726
gdb_22845,C1COCC=CC1=NO,3.26179,1.16785,0.89601,0.8461,81.45,-0.2273,-0.0345,0.1929,1266.8948,0.148583,-439.04556,-439.037336,-439.036392,-439.078588,31.396,-1725.3058750681,-1736.142955498,-1746.218867511,-1602.897694438,0.9975025
gdb_17087,C#CC1CC2CC1C2,4.58488,1.61409,1.54073,0.8107,77.07,-0.253,0.0553,0.3082,894.6439,0.155865,-310.627649,-310.620896,-310.619952,-310.658295,27.614,-1788.8668891871,-1800.6282903741,-1810.704829896,-1668.2257739011,0.9744076
gdb_17608,C1CN1C(=O)C(=O)N,3.90639,1.70359,1.22524,0.9854,60.41,-0.2399,-0.0432,0.1967,934.8667,0.107044,-415.886825,-415.878918,-415.877974,-415.919513,27.972,-1381.284733471,-1388.76526826,-1396.469823762,-1287.538653925,0.9053053
gdb_20197,C1=NC2C3N=CN1C23,3.86884,3.20636,2.47822,1.3943,59.39,-0.2334,-0.031,0.2024,593.0954,0.098985,-357.607695,-357.602764,-357.601819,-357.63638,20.422,-1330.875680483,-1339.335756821,-1346.446688809,-1241.507103721,0.9385094
gdb_1253,CC(O)COC=N,6.05897,1.28038,1.17601,2.254,59.53,-0.2565,0.0222,0.2787,1011.4441,0.134919,-362.906662,-362.898251,-362.897307,-362.940129,28.918,-1445.842231882,-1454.783607623,-1463.674782644,-1341.963764513,0.90021014
gdb_11499,C1CC1OC(=O)C=O,4.30741,1.25545,1.05171,1.8685,60.73,-0.266,-0.0852,0.1808,1089.2304,0.104885,-419.685927,-419.677966,-419.677022,-419.71995,27.159,-1416.094540228,-1423.5418170401,-1431.2463725421,-1323.546375363,0.0661532
gdb_10751,CC(C)(C=O)C1CO1,2.70695,1.73681,1.50129,2.2149,67.55,-0.2475,-0.0259,0.2216,947.7809,0.150399,-384.929651,-384.92057,-384.919625,-384.963531,32.3,-1705.024156679,-1715.323461896,-1725.399373909,-1585.900358155,0.094648056
gdb_28375,CC1=NC=C(O)C(=N)N1,3.20368,1.39166,0.97611,1.6015,78.19,-0.2,-0.0232,0.1768,1159.9696,0.126108,-434.120982,-434.112852,-434.111908,-434.153592,30.815,-1612.1013689411,-1621.21970222,-1630.109622223,-1502.441661155,0.94235015
gdb_4957,c1coc(=O)c(=O)o1,3.29098,2.62383,1.45989,4.982,50.81,-0.2657,-0.0822,0.1836,746.6396,0.060379,-454.458688,-454.452566,-454.451622,-454.489415,21.948,-1137.5094096421,-1142.5558370201,-1147.888408502,-1069.3788749851,0.9836376
gdb_16110,C#CC12CCCC1N2,4.40216,1.62288,1.41943,2.2058,74.56,-0.2404,0.0435,0.2838,917.9339,0.143575,-326.684609,-326.677483,-326.676539,-326.715592,28.284,-1676.0056304831,-1686.6437905601,-1696.127334077,-1561.9533596971,0.5882989
gdb_15893,CNC1C(C)OC1=N,2.65332,1.99322,1.2636,2.9064,69.88,-0.2299,0.0258,0.2557,995.7073,0.153791,-381.110633,-381.102146,-381.101202,-381.143656,30.793,-1657.716880678,-1668.388298732,-1678.464838254,-1537.695116775,0.6493237
gdb_2034,CC1(C)CC2CC12,4.21789,2.42461,2.15648,0.221,70.62,-0.2499,0.0907,0.3406,731.4611,0.171706,-273.762561,-273.755461,-273.754517,-273.792799,28.402,-1777.030814429,-1789.4623952281,-1800.132558264,-1651.889832104,0.9734874
gdb_6721,CC(O)CCOC=O,5.81246,0.74664,0.71339,4.0008,66.35,-0.2744,0.0108,0.2852,1563.7283,0.151217,-422.100121,-422.090597,-422.089653,-422.135726,32.696,-1675.3197631461,-1685.340454367,-1695.416993889,-1557.022393975,0.70693475
gdb_2396,CC1OC11CCC1,5.22278,2.01577,1.79133,1.778,64.5,-0.2541,0.0794,0.3335,777.8389,0.147746,-309.696507,-309.689415,-309.688471,-309.727433,26.578,-1599.248102094,-1609.906969968,-1619.391140994,-1487.653784061,0.8985093
gdb_20698,Cc1[nH]nc(n1)CO,4.78358,1.42795,1.13386,4.5843,62.99,-0.2518,0.0069,0.2588,1021.72,0.120116,-396.01197,-396.003997,-396.003053,-396.045952,27.493,-1447.543408781,-1455.8710807201,-1464.168632227,-1347.871761748,0.9498598
gdb_2231,OC12CC1C=CC2,4.73868,2.80991,2.20635,1.3468,61.35,-0.2267,0.0207,0.2474,633.4838,0.125898,-308.509272,-308.503236,-308.502292,-308.538578,24.263,-1482.099074393,-1491.643486283,-1499.941665299,-1382.859153552,0.9688918
gdb_5655,c1c[nH]c2c1occ2,5.32847,2.21799,1.5661,2.4236,65.9,-0.1865,0.0173,0.2038,744.2894,0.099139,-361.498103,-361.492469,-361.491524,-361.527511,22.717,-1422.980823994,-1431.0003890141,-1438.111321002,-1334.426126405,0.9540522
gdb_14131,CC(O)C12CN1CC2,3.56762,1.59346,1.45275,2.0735,70.58,-0.2331,0.0607,0.2939,959.488,0.165111,-365.014643,-365.006382,-365.005438,-365.047446,31.203,-1746.086463112,-1757.788878453,-1768.45841398,-1619.549273262,0.56489354
gdb_20420,c1c(nn[nH]1)N2CC2,6.31799,1.5221,1.35556,2.7074,63.96,-0.2415,-0.002,0.2395,885.2614,0.109538,-374.864062,-374.857544,-374.856599,-374.897001,23.825,-1342.801489028,-1351.1536338181,-1358.857561811,-1249.108747747,0.008523673
gdb_18681,O=C1CNCC2OC12,3.16572,2.3113,1.56984,2.7594,60.98,-0.2259,-0.0326,0.1933,801.9489,0.120778,-399.78867,-399.782066,-399.781122,-399.819532,25.167,-1468.2957589201,-1477.483118189,-1485.780669696,-1367.026473973,0.06850421
gdb_2681,COCC#CCO,12.89712,0.811,0.806,1.3425,63.98,-0.2508,0.0307,0.2814,1406.0669,0.122265,-345.595021,-345.586164,-345.585219,-345.629545,28.664,-1399.231490871,-1407.005072363,-1415.30262387,-1303.00988832,0.69505805
gdb_16299,OC1CN2CC12C#N,3.4139,1.81615,1.46776,3.5115,63.2,-0.2683,-0.0083,0.26,856.7626,0.107637,-378.680276,-378.673185,-378.672241,-378.711564,26.406,-1388.349229793,-1396.342439435,-1404.046994937,-1293.980661319,0.0091243815
gdb_5358,c1cnccc1C=O,5.54545,1.56044,1.21777,1.6094,68.36,-0.2654,-0.0831,0.1823,907.3817,0.097846,-361.531106,-361.524893,-361.523949,-361.561669,22.879,-1443.6905035211,-1451.34674083,-1458.458300327,-1355.860578827,0.09892765
gdb_21268,Cc1c(con1)OC,3.32955,1.89867,1.22781,3.5602,63.63,-0.2294,-0.0003,0.2291,952.3518,0.118266,-399.784835,-399.777106,-399.776162,-399.817095,27.512,-1465.889261905,-1474.3706735491,-1482.668225056,-1365.4972345401,0.004264414
gdb_18566,O=C1OC2CCCC12,3.76144,2.028,1.65968,4.1911,63.25,-0.2681,0.0117,0.2798,807.284,0.133162,-383.790362,-383.784021,-383.783076,-383.820903,24.652,-1617.9616754921,-1628.203249881,-1637.093169884,-1510.113586189,0.7091227
gdb_19908,CCC1C2C3OC3C12,4.46779,1.53921,1.3855,1.7462,70.56,-0.228,0.0572,0.2852,962.693,0.15314,-347.717121,-347.709709,-347.708765,-347.749725,28.536,-1708.3355216721,-1719.682766919,-1729.759306441,-1588.6670453361,0.26313943
gdb_12624,CC1C=CC(=O)N1C,3.07262,2.15214,1.37734,4.137,71.21,-0.2352,-0.026,0.2092,908.1768,0.142654,-363.916404,-363.908494,-363.90755,-363.94853,29.019,-1684.7832263751,-1694.9287918871,-1704.412335404,-1571.1921747041,0.81773806
gdb_9568,CC1(OC1C#C)C#C,4.74236,1.30916,1.21362,1.733,72.04,-0.2577,0.0017,0.2594,1002.3908,0.102893,-345.313146,-345.304745,-345.3038,-345.345616,30.855,-1455.5228132251,-1462.695241095,-1470.399169088,-1362.512174227,0.024035694
gdb_7949,OC1CC(=O)NC1=O,3.74647,1.808,1.26794,0.8413,55.28,-0.2652,-0.0297,0.2354,877.7316,0.096407,-435.814704,-435.807766,-435.806822,-435.846217,25.473,-1348.2990953771,-1355.499133643,-1362.61069314,-1260.5532568891,0.90552676
gdb_20014,CCC1CC1C1CC1,4.40404,1.06359,0.94346,0.0877,83.38,-0.2431,0.0894,0.3325,1331.3002,0.20014,-313.04781,-313.038873,-313.037929,-313.081829,33.495,-2051.8364583081,-2065.7815908151,-2078.230114357,-1906.5700073351,0.88117766
gdb_13923,C1CC2(C1)C(=O)CO2,3.42364,1.93587,1.55357,1.1069,65.27,-0.2515,-0.0308,0.2207,857.8942,0.129942,-383.728097,-383.720878,-383.719934,-383.759837,26.827,-1578.889827607,-1588.5804490941,-1597.470996606,-1471.794121595,0.4456694
gdb_19801,N=C1OC2C3CN3C12,4.38623,2.12189,1.89433,2.5513,61.7,-0.2504,0.0014,0.2518,723.0468,0.108752,-378.647967,-378.642119,-378.641175,-378.677796,23.267,-1368.075041512,-1376.848244841,-1384.552800343,-1272.790937407,0.76191056
gdb_340,CN(C=N)C=O,9.01877,2.42338,1.93317,2.4166,51.06,-0.2595,-0.0171,0.2424,607.0428,0.096802,-302.579718,-302.573326,-302.572382,-302.60969,21.581,-1132.944281667,-1139.597759594,-1146.117578104,-1056.004148159,0.8874182
gdb_11381,CCC1CC(=O)C=C1,5.43078,1.20273,1.04697,3.722,74.9,-0.2349,-0.0432,0.1917,1137.3805,0.154094,-347.84875,-347.840807,-347.839863,-347.881664,29.333,-1790.933903833,-1801.9479418011,-1812.024481323,-1671.4599552871,0.03519846
gdb_22946,ON=C1CNC1CC#N,4.12724,0.8543,0.73167,4.1827,74.16,-0.2487,-0.0175,0.2312,1459.0712,0.123796,-434.009159,-434.000293,-433.999349,-434.043566,31.609,-1541.931430034,-1550.587916689,-1559.477836692,-1433.399355921,0.40179121
gdb_5526,CCc1c(nc[nH]1)N,3.19732,1.79168,1.24205,2.9623,71.46,-0.1817,0.0366,0.2183,990.4252,0.144067,-360.087533,-360.079285,-360.078341,-360.120541,30.022,-1631.293104197,-1641.2259441581,-1650.709487675,-1517.8953252981,0.5385466
gdb_7901,CC1OC(=O)C(=O)O1,3.50105,2.02782,1.38154,4.8886,52.07,-0.2852,-0.0748,0.2104,838.1683,0.083397,-455.685508,-455.678706,-455.677762,-455.716876,24.234,-1279.4983811081,-1285.895207854,-1292.413771346,-1198.399117948,0.62802184
gdb_8155,CC1CC2CC2(C)C1,3.70421,1.56537,1.32074,0.2647,81.51,-0.2495,0.082,0.3315,1049.5544,0.201234,-313.082578,-313.074355,-313.073411,-313.114711,32.571,-2073.65369122,-2088.0468651531,-2100.495388695,-1927.203758273,0.026757972
gdb_18219,O=CC1C=CC2NC12,4.44653,1.68003,1.3829,3.697,66.8,-0.2348,-0.0261,0.2087,876.5204,0.11989,-362.645439,-362.638754,-362.63781,-362.67672,25.231,-1515.0928701041,-1524.2300286531,-1532.52758016,-1414.3425351,0.000833307
gdb_13423,CC#CC1C(C)N1C,3.38424,1.20115,1.10865,1.6528,81.71,-0.2125,0.0435,0.256,1199.5028,0.162864,-327.876211,-327.866358,-327.865414,-327.912354,33.968,-1795.8949899871,-1806.5990385091,-1817.268574036,-1671.7097038691,0.8235635
gdb_1264,C(C#CC(=O)N)O,8.30661,1.07623,0.95855,5.3033,57.35,-0.2558,-0.0193,0.2366,1120.1118,0.088062,-360.501085,-360.492639,-360.491695,-360.535345,27.15,-1192.024254017,-1197.389455967,-1203.908646968,-1115.385324829,0.9301278
gdb_2778,CCC1COC1=N,4.22462,2.22864,1.57225,2.4244,61.72,-0.2618,0.0278,0.2896,798.2759,0.13719,-325.781815,-325.774633,-325.773689,-325.813203,25.871,-1504.175468522,-1513.888680333,-1522.779855354,-1399.248433614,0.9773582
gdb_26450,CN(C=N)c1ccoc1,4.27558,1.05829,0.85289,1.4645,79.83,-0.1989,0.0151,0.2139,1297.3664,0.137177,-418.027856,-418.01944,-418.018495,-418.061902,30.827,-1702.268137151,-1712.096183109,-1721.578471608,-1587.132158322,0.9957318
gdb_13862,NC(=O)C1COCO1,4.13691,1.64009,1.30262,2.7161,56.61,-0.2434,0.0257,0.269,906.7968,0.119918,-436.965428,-436.957811,-436.956867,-436.998503,26.98,-1442.537141979,-1451.088207122,-1459.385758629,-1342.400510777,0.98252755
gdb_8745,NC(C#N)C(O)C#C,3.84314,1.26111,1.21648,3.9046,63.86,-0.2774,0.0143,0.2917,1017.8094,0.105615,-378.679407,-378.670537,-378.669593,-378.713047,31.17,-1387.803924472,-1394.680795603,-1402.385351105,-1294.911257166,0.9184807
gdb_10850,CC1=NCC(O)CO1,4.89116,1.46661,1.1822,2.3441,66.07,-0.2416,0.03,0.2716,1006.9863,0.142545,-401.017444,-401.009452,-401.008508,-401.049659,29.388,-1611.510882972,-1621.604365237,-1631.087908754,-1497.71965593,0.67591083
gdb_6562,CC(C)(CN1CC1)O,3.82205,1.26117,1.2026,2.6354,75.47,-0.2429,0.0807,0.3237,1129.4988,0.186923,-366.238067,-366.228869,-366.227925,-366.271467,34.915,-1885.9444140141,-1898.83595891,-1910.691486447,-1746.410885265,0.5024439
gdb_21896,c1c(c(n[nH]1)O)C#N,3.77989,1.92968,1.2775,5.641,59.33,-0.2504,-0.0225,0.2279,845.4166,0.074762,-393.618946,-393.612519,-393.611575,-393.649586,23.68,-1201.602551393,-1207.34614127,-1213.271708757,-1126.5756928261,0.67475027
gdb_8089,CC12CN(C1)CCO2,3.47712,2.21908,1.7524,0.344,70.58,-0.2082,0.0802,0.2883,826.5159,0.167262,-365.027851,-365.020844,-365.0199,-365.058469,28.383,-1754.374601984,-1766.8639136111,-1777.533449138,-1626.466304969,0.62836176
gdb_18276,OCC1CCN2CC12,4.25736,1.48144,1.24738,2.1606,70.35,-0.2272,0.0756,0.3028,1002.5825,0.167469,-365.038412,-365.030849,-365.029905,-365.07025,29.103,-1761.001724533,-1773.142141156,-1783.811676683,-1633.8589884981,0.49139455
gdb_16124,N#CC12CNCC1N2,4.5886,1.66485,1.45702,5.3264,65.68,-0.2515,0.0205,0.272,859.9931,0.122066,-358.829883,-358.823287,-358.822342,-358.860526,25.36,-1469.958030261,-1479.150409602,-1487.4473336,-1368.447154349,0.77025396
gdb_20143,C1OC1C1OC2CC12,4.96588,1.5382,1.49227,3.0367,63.31,-0.2415,0.0695,0.311,882.8404,0.130338,-383.661508,-383.654693,-383.653749,-383.69284,25.83,-1537.1046308061,-1547.048765929,-1555.939313441,-1429.752901122,0.874597
gdb_28148,c1c[nH]c2c1[nH]c(n2)O,5.32441,1.30762,1.0498,0.3599,69.96,-0.1717,0.0423,0.214,1047.4656,0.104622,-432.919425,-432.912439,-432.911494,-432.950438,27.595,-1485.965157342,-1494.0242554291,-1501.727555913,-1388.674279455,0.94497776
gdb_11787,OCC12CC(O1)C=C2,4.19246,1.81716,1.6606,2.145,63.95,-0.2394,-0.0021,0.2373,822.3182,0.130895,-383.68395,-383.677148,-383.676204,-383.714897,26.808,-1551.187187784,-1561.139480524,-1570.030028036,-1443.593867135,0.6387907
gdb_28330,c1c(cn2c1CCC2)O,4.5985,1.1864,0.96473,2.1929,79.92,-0.177,0.0524,0.2294,1198.8777,0.150522,-401.992886,-401.985158,-401.984213,-402.024941,30.117,-1828.928318765,-1840.0772711681,-1850.152555672,-1706.16559555,0.53553075
gdb_20753,Cc1nc(on1)C#N,7.31239,1.36096,1.15565,3.3847,60.35,-0.3106,-0.0885,0.2222,947.9823,0.072479,-393.592991,-393.586273,-393.585328,-393.624161,23.275,-1185.315555298,-1190.876540056,-1196.801480034,-1110.621276501,0.09830342
gdb_26266,CC(C)c1cccnc1,3.39908,1.09216,1.00807,2.2992,88.07,-0.2465,-0.018,0.2285,1289.5132,0.172734,-366.082196,-366.073624,-366.07268,-366.115807,32.471,-2021.3043804041,-2033.7014482081,-2044.963352231,-1886.4031230931,0.66444165
gdb_6097,CC(O)CCC(C)=O,4.59086,0.87161,0.79918,1.2829,72.27,-0.2416,-0.0062,0.2354,1480.5339,0.173416,-386.170418,-386.160242,-386.159297,-386.206511,35.605,-1855.764996168,-1867.154284518,-1878.416188541,-1724.658913289,0.18617807
gdb_2694,CCCNCC#N,14.20577,0.86007,0.82911,4.2923,66.25,-0.2469,0.0233,0.2702,1348.6284,0.148123,-305.904722,-305.896238,-305.895294,-305.938123,28.813,-1569.02977869,-1578.814526527,-1588.298697553,-1458.6283552661,0.0039597247
gdb_22881,CC1C=CC(=NO)C1C,3.17517,1.16722,0.92005,1.2543,86.72,-0.2176,-0.025,0.1927,1302.1487,0.170493,-403.131988,-403.122774,-403.12183,-403.166174,35.013,-1915.873455769,-1927.8670352861,-1939.128939309,-1781.0769924611,0.98394024
gdb_21370,c1[nH]c2c(n1)onn2,5.61066,2.35262,1.65758,5.3802,54.42,-0.2517,-0.0567,0.195,670.141,0.06318,-409.614632,-409.609409,-409.608465,-409.64381,19.827,-1050.291306223,-1055.901236683,-1061.233808165,-980.724403465,0.5018355
gdb_24701,c1c2c(ncn1)CCN2,3.80128,1.59064,1.14447,3.8873,78.28,-0.2134,-0.0291,0.1843,1016.16,0.129376,-396.992054,-396.985542,-396.984598,-397.022893,25.88,-1667.873741352,-1678.008011702,-1686.897931705,-1557.358738799,0.76278174
gdb_26803,C#Cc1cc(c(o1)N)O,3.80596,1.11516,0.86508,1.6474,81.07,-0.1803,-0.0082,0.1721,1248.1335,0.099366,-436.672833,-436.664076,-436.663132,-436.705979,32.351,-1492.1015678531,-1499.04997501,-1506.753903003,-1396.509356829,0.4326287
gdb_7833,CC(C)CC1CC1O,3.85916,1.04877,0.92799,1.3968,78.74,-0.2523,0.0791,0.3314,1342.4796,0.198719,-350.194597,-350.184958,-350.184014,-350.22911,35.843,-2007.270769128,-2020.7747628081,-2033.22328635,-1862.058283929,0.9983203
gdb_9944,OC1C(O)C1(O)C#C,3.51782,1.53768,1.45051,3.1248,60.8,-0.2326,0.0184,0.251,903.3156,0.103789,-419.599325,-419.591011,-419.590067,-419.63149,31.15,-1361.7510058101,-1368.976771945,-1376.681327447,-1268.036929223,0.12127246
gdb_10051,OCC(CC#N)C#N,3.53222,1.2526,0.98575,4.7306,62.17,-0.3033,0.0022,0.3055,1116.4474,0.106546,-378.741184,-378.732667,-378.731723,-378.774918,29.016,-1426.569547965,-1433.667929773,-1441.372485275,-1333.735866505,0.75823057
gdb_23194,ON=C1CC2CC12C=O,3.13237,1.18674,0.94475,2.5431,75.59,-0.2435,-0.0337,0.2098,1208.8042,0.122662,-437.824201,-437.815833,-437.814889,-437.857353,30.968,-1586.7437302511,-1595.713343897,-1604.6032639,-1477.784322509,0.7219231
gdb_21807,c1cnn(c1)CC=O,6.47013,1.20256,1.11517,2.2026,64.33,-0.2478,-0.0391,0.2087,1027.9909,0.107825,-378.743679,-378.736488,-378.735543,-378.776951,24.866,-1428.13518292,-1436.065641662,-1443.769569655,-1335.011592302,0.74523544
gdb_10457,C#CC1(CC1)CC=O,2.92102,1.53672,1.15604,2.5193,71.49,-0.241,-0.0222,0.2188,1040.9106,0.127552,-346.56537,-346.556871,-346.555927,-346.598998,30.651,-1613.453023327,-1622.341060803,-1631.231608315,-1507.798077979,0.049813338
gdb_17501,CC12NC1C1OC21C,3.06942,2.39654,1.64192,3.4458,67.85,-0.2135,0.0644,0.2779,831.214,0.140298,-363.770328,-363.762758,-363.761814,-363.801565,29.445,-1593.119221691,-1603.4781402631,-1612.96168378,-1478.970314519,0.87136054
gdb_16284,CC1CN2CC12C#N,3.21098,1.83482,1.44736,4.6341,69.81,-0.2603,-0.0026,0.2577,903.1561,0.131194,-342.755173,-342.747792,-342.746848,-342.786668,27.725,-1571.681004215,-1581.2699692441,-1590.160516756,-1464.327392004,0.854651
gdb_986,Cc1c[nH]cc1C,3.63958,3.07952,1.70321,1.553,67.02,-0.1946,0.0566,0.2512,744.2742,0.137461,-288.688929,-288.68158,-288.680636,-288.720008,26.981,-1582.564520311,-1592.173565628,-1601.064740649,-1477.699608794,0.8941366
gdb_19418,C1CC11C=CC2OC12,4.18061,2.01352,1.6416,1.9343,70.06,-0.2353,0.0013,0.2366,809.015,0.131495,-346.574239,-346.567894,-346.56695,-346.604452,25.643,-1619.018400648,-1629.2580925101,-1638.148640022,-1511.220512065,0.26281574
gdb_10778,OC1C(O)C(=O)C1O,2.76815,2.12287,1.52072,1.3847,53.78,-0.2391,-0.0554,0.1836,830.1286,0.104334,-456.787942,-456.779364,-456.77842,-456.821687,29.774,-1343.4340181001,-1350.49349435,-1358.198049852,-1250.455382061,0.96868414
gdb_14015,C1CC2(C1)CN2C=O,5.23688,1.29308,1.21092,3.7417,70.67,-0.2488,0.0026,0.2515,1027.3696,0.142064,-363.845469,-363.837863,-363.836919,-363.877736,27.946,-1640.27087546,-1650.6072037081,-1660.090747225,-1526.768302558,0.9314302
gdb_4867,c1cc(oc1CO)N,4.60373,1.39103,1.1359,2.579,65.8,-0.1873,0.0266,0.2139,1022.7476,0.119345,-399.819296,-399.811378,-399.810434,-399.851893,28.751,-1487.5138495541,-1495.876661997,-1504.174213504,-1387.3332927221,0.4038504
gdb_8713,CCC(CC)(CC)O,1.88449,1.85639,1.18248,1.3628,81.25,-0.2581,0.0666,0.3247,1193.3764,0.220987,-351.419544,-351.408784,-351.40784,-351.454922,39.686,-2148.084416237,-2162.6620778161,-2176.296593368,-1990.043764551,0.0565264
gdb_19871,C1OCC2C3NC3C12,4.09509,2.09869,1.82738,3.1384,66.16,-0.2212,0.073,0.2942,770.8525,0.145545,-363.808321,-363.802237,-363.801292,-363.838401,24.618,-1616.960171128,-1628.251568074,-1637.734484082,-1502.085236043,0.9807976
gdb_13533,CC(C#C)C1CN1C,2.8651,1.64139,1.16956,1.3126,77.56,-0.2254,0.05,0.2754,1073.1223,0.163085,-327.859954,-327.850783,-327.849838,-327.893575,33.71,-1785.6935761741,-1796.825585834,-1807.494493852,-1659.9257123581,0.014758106
gdb_3275,N=C1OC2CNC12,5.95197,2.60187,2.12262,3.5174,54.85,-0.2383,0.017,0.2553,616.8234,0.10361,-340.591587,-340.585985,-340.585041,-340.620934,21.251,-1236.54413504,-1244.58252533,-1251.694712336,-1150.084690002,0.49179497
gdb_22697,ON=C1C2CC1(N2)C#C,2.77936,1.30625,1.02501,0.4328,77.95,-0.238,0.009,0.247,1151.4492,0.111444,-416.643465,-416.635388,-416.634444,-416.676077,30.819,-1461.401945046,-1469.665611067,-1477.962535065,-1358.737080083,0.88929147
gdb_14195,CC12CC3NC1C3O2,3.78235,2.24074,2.10275,1.6771,66.83,-0.229,0.0794,0.3084,742.3663,0.144194,-363.813655,-363.807498,-363.806554,-363.843497,25.561,-1620.307304134,-1631.5528929231,-1641.03643644,-1505.2830219071,0.05403689
gdb_23861,C(C(=O)N)C(F)(F)F,3.72234,1.39259,1.25522,2.4865,44.0,-0.2621,0.0136,0.2757,920.1627,0.079913,-546.206985,-546.199222,-546.198278,-546.240045,27.412,-1167.7609910231,-1173.554154111,-1180.0727176031,-1087.677037425,0.922109
gdb_11275,CC1COC(=N1)C#C,5.31454,1.36955,1.1615,1.2715,71.4,-0.2463,-0.0294,0.217,1019.985,0.118341,-362.646305,-362.638574,-362.637629,-362.678834,27.92,-1515.636292898,-1524.117077033,-1532.414001031,-1415.669089126,0.8365635
gdb_798,CC(=NO)C(=NO)C,4.37128,1.2263,0.96903,0.0,71.35,-0.2278,-0.0326,0.1952,1148.5611,0.127289,-416.988831,-416.979509,-416.978565,-417.023066,32.871,-1444.9517966111,-1453.321511653,-1462.212059165,-1338.805511716,0.9561763
gdb_4529,c1(c(nc(o1)N)O)N,3.58145,1.89765,1.25026,2.7987,57.7,-0.1866,0.0369,0.2235,897.074,0.096804,-431.947295,-431.93986,-431.938916,-431.97847,28.184,-1270.626031357,-1277.513570141,-1284.625129638,-1182.307904661,0.77486503
gdb_6798,CC(O)COCCO,3.615,1.21131,0.97536,2.8149,68.97,-0.2393,0.0634,0.3027,1234.8453,0.175131,-423.26265,-423.252951,-423.252007,-423.298348,34.524,-1776.9655534931,-1788.6535361271,-1799.916067659,-1645.355580887,0.21860015
gdb_6100,CC(O)CNC(N)=O,4.79209,0.96139,0.82706,2.6324,65.76,-0.2405,0.0609,0.3014,1363.2141,0.153133,-418.302005,-418.292538,-418.291594,-418.33681,34.051,-1641.1286802631,-1651.184511988,-1661.26105151,-1521.9691137261,0.056255784
gdb_6566,CC1C2(C)CC1(C)C2,2.88523,1.9259,1.45864,0.1144,83.2,-0.2773,0.0905,0.3678,995.4561,0.199454,-313.040661,-313.031951,-313.031007,-313.072937,34.071,-2047.350396467,-2061.4379735171,-2073.886497059,-1900.9901973071,0.4405117
gdb_13002,CC1=CCC2CC12C,2.6294,2.37862,1.53079,0.2977,80.5,-0.2155,0.0325,0.2481,921.7273,0.177417,-311.882836,-311.87491,-311.873966,-311.914372,31.242,-1948.656408456,-1961.4588470741,-1972.721378606,-1815.2028144081,0.958916
